Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
Federico Accornero,it ITA,CC,21-034,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
Hugo Cuenca,py PAR,CC,20-062,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Ifenna Dorgu,dk DEN,DL,18-200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Seydou Fini,it ITA,DL,18-282,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Sebastian Otoa,dk DEN,DF,20-302,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Christos Papadopoulos,gr GRE,CC,20-130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Tommaso Pittino,it ITA,DF,20-056,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Benjamin Siegrist,ch SUI,PO,33-039,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Daniele Sommariva,it ITA,PO,27-236,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Franz Stolz,at AUT,PO,24-025,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
