Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
Fabio González,es ESP,CC,28-027,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Partidos
Pejiño,es ESP,DL,28-225,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Partidos
Valentín Pezzolesi,es ESP,DF,17-329,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
Aboubacar Bassinga,ci CIV,CC,19-241,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
Iván Gil,es ESP,CC,25-052,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Álvaro Killane,es ESP,PO,20-087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Diego Martín,es ESP,DL,21-210,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Israel Mora,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Víctor Puig,es ESP,PO,25-210,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Elías Romero,es ESP,DL,20-304,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Sergio Ruiz,es ESP,DL,19-062,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Sergio Viera,es ESP,CC,19-307,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
