Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
Chidozie Obi-Martin,dk DEN,DL,17-102,2,0,22,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
Scott McTominay,sct SCO,CC,28-093,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Partidos
Harry Amass,eng ENG,DF,17-360,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Altay Bayındır,tr TUR,PO,26-331,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Jayce Fitzgerald,eng ENG,CC,17-306,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Jack Fletcher,eng ENG,CC,17-357,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Tyler Fredricson,eng ENG,DF,20-016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Hubert Graczyk,pl POL,PO,22-011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Elyh Harrison,eng ENG,PO,19-020,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Tom Heaton,eng ENG,PO,38-330,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Sekou Koné,ml MLI,CC,19-036,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Godwill Kukonki,eng ENG,DF,17-033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Dermot Mee,nir NIR,PO,22-111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Jack Moorhouse,eng ENG,CC,19-102,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Ethan Wheatley,eng ENG,DL,19-050,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
