Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
Pedro Lima,br BRA,DF,18-253,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,Partidos
Daniel Podence,pt POR,"CC,DL",29-141,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Partidos
Nasser Djiga,bf BFA,DF,22-116,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
Chiquinho,pt POR,CC,25-034,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42,Partidos
Alfie Pond,eng ENG,DF,21-010,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
Daniel Bentley,eng ENG,PO,31-241,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Tawanda Chirewa,zw ZIM,CC,21-151,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Luke Cundle,eng ENG,CC,22-319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Tom Edozie,eng ENG,CC,18-297,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Mateus Mane,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Bastien Meupiyou,fr FRA,DF,18-357,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Wesley Okoduwa,eng ENG,DL,16-303,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
Boubacar Traoré,ml MLI,CC,23-203,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos
